"last_purchase","max_discount","shoe_spend","apparell_spend","acc_spend","custserv_calls","churn","acc_purchasers","promo_purchaser","shoe_orders","apparel_orders","acc_orders","gender","ecommShopper","bhShopper","state","area_code","phone"
65,0.32,245.4,"99.4",84,1,0,0,1,2,2,3,"Male",FALSE,FALSE,"AZ",415,"346-8112"
63,0.13,272.6,"122.7",97,1,0,0,1,2,2,3,"Female",FALSE,TRUE,"RI",408,"370-5042"
43,0,250.1,"183",85,2,0,0,0,2,2,3,"Male",TRUE,FALSE,"MN",510,"372-6920"
98,0.27,230,"97.3",77,2,0,0,1,2,2,3,"Male",TRUE,TRUE,"WA",415,"329-9517"
83.5,0,236.1,"227.2",162,1,0,0,0,2,3,5,"Male",FALSE,FALSE,"RI",415,"343-4516"
71,0,334.7,"177.6",45,3,1,0,0,3,2,2,"Male",FALSE,FALSE,"OK",415,"413-4040"
83.5,0,311.8,"176.3",132,0,1,1,0,3,2,4,"Female",FALSE,TRUE,"WA",510,"345-6961"
105.5,0,229.8,"199.9",148,2,0,0,0,2,2,4,"Male",TRUE,TRUE,"NY",415,"364-3567"
27,0,292.8,"139.5",56,3,0,0,0,2,2,2,"Male",FALSE,TRUE,"MS",415,"411-6501"
56.5,0,268.9,"161.8",121,3,0,0,0,2,2,4,"Male",TRUE,FALSE,"MS",510,"347-3895"
82.5,0,255.3,"164.5",117,2,0,0,0,2,2,4,"Female",TRUE,TRUE,"AK",510,"418-9385"
66.5,0,224.5,"172.3",167,2,0,0,0,2,2,5,"Male",FALSE,FALSE,"NC",408,"396-5561"
79,0,262.2,"181.7",83,4,0,1,0,2,2,3,"Male",TRUE,TRUE,"RI",415,"381-2460"
87,0,218.7,"164",141,1,0,0,0,2,2,4,"Female",FALSE,TRUE,"NV",415,"387-2698"
71,0.29,186.1,"156.4",101,0,0,0,1,2,2,3,"Male",TRUE,TRUE,"MO",415,"394-1211"
66,0,256.3,"108.5",64,2,0,0,0,2,2,2,"Female",TRUE,TRUE,"UT",510,"347-4982"
99,0,224.8,"90.4",106,2,0,0,0,2,1,3,"Male",FALSE,TRUE,"IA",510,"332-2965"
57,0,208.7,"267.8",114,4,0,0,0,2,3,4,"Male",TRUE,FALSE,"WY",510,"379-3132"
75.5,0.28,216.1,"164.8",100,1,0,0,1,2,2,3,"Female",FALSE,FALSE,"PA",408,"339-9631"
86,0,303,"248.5",118,0,1,0,0,3,3,4,"Female",FALSE,TRUE,"ND",510,"373-8483"
63,0,352.4,"229.6",100,1,1,1,0,3,3,3,"Female",TRUE,TRUE,"GA",415,"328-5188"
65.5,0,146.6,"238.1",86,1,0,0,0,1,3,3,"Female",FALSE,TRUE,"NM",415,"354-5764"
44.5,0,231.9,"124.9",72,0,0,0,0,2,2,2,"Female",FALSE,TRUE,"LA",510,"388-8670"
82.5,0,202.4,"207.6",140,3,0,0,0,2,2,4,"Female",FALSE,TRUE,"MI",510,"414-2695"
43,0,245.4,"164",84,0,0,1,0,2,2,3,"Male",TRUE,FALSE,"WY",415,"348-9938"
46.5,0,211.3,"172.7",131,1,0,0,0,2,2,4,"Female",FALSE,TRUE,"MN",415,"335-2331"
72,0,210.6,"68.3",109,1,0,0,0,2,1,3,"Male",FALSE,FALSE,"ID",415,"406-7261"
93.5,0,229.3,"203.7",118,2,0,0,0,2,2,4,"Female",FALSE,FALSE,"ND",510,"384-5335"
94,0.45,195.5,"178.4",110,4,1,0,1,2,2,3,"Male",FALSE,TRUE,"FL",510,"364-7644"
50,0,220.5,"183.4",76,1,0,0,0,2,2,3,"Female",TRUE,FALSE,"NV",408,"393-5284"
72,0,193.3,"185.3",143,2,0,0,0,2,2,4,"Male",FALSE,FALSE,"VA",510,"352-4401"
84.5,0.32,239.6,"280.6",90,1,0,0,1,2,3,3,"Male",FALSE,TRUE,"KS",415,"336-7357"
78.5,0,157.8,"129.6",88,1,0,0,0,1,2,3,"Male",FALSE,TRUE,"TX",510,"400-7987"
92,0,225.9,"221.2",50,3,0,0,0,2,3,2,"Male",TRUE,TRUE,"TN",415,"399-5564"
73,0,234.7,"135.9",128,3,0,0,0,2,2,4,"Male",FALSE,TRUE,"AZ",408,"386-3596"
69,0,276.1,"146.7",147,4,0,0,0,2,2,4,"Male",FALSE,TRUE,"HI",415,"383-6489"
87.5,0.34,225,"154.5",61,1,0,0,1,2,2,2,"Male",FALSE,TRUE,"MS",415,"375-3668"
79.5,0.38,258,"123.6",74,2,0,0,1,2,2,2,"Male",FALSE,FALSE,"ND",408,"351-1894"
92.5,0,239.4,"235.8",0,4,0,0,0,2,3,0,"Male",TRUE,FALSE,"MA",408,"411-6598"
66,0,289.9,"161.9",103,0,0,0,0,2,2,3,"Female",FALSE,FALSE,"NC",408,"338-6550"
85,0,351.4,"148.2",107,1,1,0,0,3,2,3,"Female",TRUE,TRUE,"TX",408,"340-8323"
81,0,240.5,"219.3",102,1,0,0,0,2,3,3,"Female",FALSE,FALSE,"IN",408,"363-5947"
90.5,0,163.9,"105.4",122,1,0,0,0,1,2,4,"Male",TRUE,TRUE,"MI",415,"409-8743"
77.5,0,237.8,"163.4",128,2,0,0,0,2,2,4,"Male",FALSE,TRUE,"AZ",415,"417-9844"
77,0,278,"146.6",91,1,1,0,0,2,2,3,"Male",FALSE,TRUE,"GA",415,"343-6940"
53.5,0,157.4,"189",129,2,0,0,0,1,2,4,"Female",FALSE,TRUE,"MO",415,"358-1329"
33.5,0,234.5,"82.9",87,0,0,0,0,2,1,3,"Female",FALSE,FALSE,"PA",415,"422-5264"
80.5,0,254.2,"154.4",106,3,1,0,0,2,2,3,"Male",FALSE,TRUE,"TX",415,"395-9215"
86.5,0,295.3,"47.9",132,1,0,0,0,2,1,4,"Female",FALSE,TRUE,"AL",415,"345-7014"
57,0,163,"210.7",105,0,0,0,0,1,2,3,"Female",TRUE,TRUE,"OR",408,"382-1104"
53,0,220.5,"103.1",91,1,0,0,0,2,2,3,"Male",FALSE,FALSE,"WI",510,"382-1227"
57,0,257.9,"155.5",109,1,0,1,0,2,2,3,"Male",FALSE,FALSE,"MA",510,"408-2712"
85,0,306.7,"138.5",111,2,0,0,0,3,2,3,"Female",FALSE,FALSE,"RI",415,"366-6248"
66,0,311.5,"186.3",127,2,0,0,0,3,2,4,"Male",TRUE,FALSE,"WI",415,"382-6438"
95,0,293.6,"102.8",101,9,1,0,0,2,2,3,"Male",TRUE,TRUE,"NJ",408,"416-6886"
71,0,219.4,"187.2",139,1,0,0,0,2,2,4,"Male",TRUE,TRUE,"MT",415,"353-5714"
90,0,207.5,"178.3",75,2,0,0,0,2,2,3,"Male",TRUE,TRUE,"VT",415,"351-5576"
58.5,0,255.9,"119.7",130,1,0,0,0,2,2,4,"Male",FALSE,TRUE,"TX",415,"386-9711"
89.5,0.33,192.2,"132.9",81,0,0,1,1,2,2,3,"Female",TRUE,TRUE,"NC",510,"341-2603"
74,0,207.5,"146.1",82,2,0,0,0,2,2,3,"Male",FALSE,FALSE,"NH",510,"409-3018"
73,0,304.8,"184.8",87,2,0,0,0,3,2,3,"Male",FALSE,TRUE,"ID",408,"328-3266"
55.5,0.36,291.2,"151.6",105,3,1,0,1,2,2,3,"Male",FALSE,TRUE,"FL",510,"334-9505"
61.5,0,317,"120.2",96,2,0,0,0,3,2,3,"Male",FALSE,TRUE,"OR",415,"368-8283"
74.5,0,202.5,"173.2",134,0,0,0,0,2,2,4,"Male",FALSE,TRUE,"MT",415,"407-8376"
56,0.24,200.9,"203.2",94,1,0,0,1,2,2,3,"Male",FALSE,FALSE,"MT",415,"353-3492"
84,0,215.6,"271.5",81,0,0,0,0,2,3,3,"Male",TRUE,TRUE,"OH",415,"340-9803"
78,0,254.5,"174.9",134,1,0,0,0,2,2,4,"Male",FALSE,TRUE,"IN",510,"414-2606"
88,0.3,251.2,"256.7",129,2,0,0,1,2,3,4,"Male",FALSE,TRUE,"ID",510,"336-8010"
104,0.27,306.7,"112",94,1,0,0,1,3,2,3,"Male",FALSE,TRUE,"WI",510,"403-7627"
113.5,0,226.9,"200.1",102,3,0,0,0,2,2,3,"Female",FALSE,FALSE,"AL",415,"336-2322"
32.5,0.35,240.4,"160",105,2,0,0,1,2,2,3,"Male",TRUE,FALSE,"NM",415,"398-1332"
63.5,0,194.4,"127.3",133,0,0,0,0,2,2,4,"Male",FALSE,TRUE,"VT",415,"408-4911"
64,0.26,235.5,"187.2",136,6,0,0,1,2,2,4,"Male",TRUE,TRUE,"LA",415,"386-6306"
55.5,0.15,219.6,"215.6",91,1,0,0,1,2,3,3,"Female",TRUE,FALSE,"HI",415,"405-3335"
93.5,0.24,186.7,"154",127,1,0,0,1,2,2,4,"Male",FALSE,FALSE,"NH",415,"389-5988"
111.5,0,255,"228.2",63,0,0,0,0,2,3,2,"Female",FALSE,TRUE,"MO",415,"353-2630"
68.5,0.09,153.5,"294.8",82,3,0,0,1,1,3,3,"Male",TRUE,FALSE,"KY",510,"379-2523"
82.5,0.21,225.6,"193.1",95,2,0,0,1,2,2,3,"Male",TRUE,TRUE,"SC",415,"403-8915"
74,0,334,"203.7",73,2,1,0,0,3,2,2,"Male",TRUE,TRUE,"OR",415,"348-5725"
36.5,0,324.9,"215",84,3,0,1,0,3,3,3,"Female",FALSE,TRUE,"VA",510,"350-1639"
62,0,296.5,"236.9",74,1,0,0,0,2,3,2,"Male",FALSE,FALSE,"KS",415,"384-4595"
101.5,0,307.5,"202.9",96,0,0,0,0,3,2,3,"Male",TRUE,TRUE,"NY",408,"416-7591"
59.5,0,234.3,"148.6",122,1,0,0,0,2,2,4,"Male",FALSE,FALSE,"OR",510,"337-3868"
65.5,0,331,"184.6",142,2,1,0,0,3,2,4,"Male",FALSE,TRUE,"SC",415,"363-8033"
37,0,244.2,"145.2",99,2,0,0,0,2,2,3,"Female",FALSE,FALSE,"HI",415,"334-3289"
89,0,310.7,"211.9",42,4,1,0,0,3,2,2,"Female",FALSE,TRUE,"OH",415,"405-3097"
85,0,222.1,"238.8",100,0,0,0,0,2,3,3,"Female",TRUE,TRUE,"WI",415,"419-4894"
39,0,307.9,"179.8",0,1,0,0,0,3,2,0,"Male",TRUE,FALSE,"VT",510,"345-1998"
113.5,0,218.2,"199.7",107,1,0,0,0,2,2,3,"Male",FALSE,TRUE,"MT",510,"338-1724"
78,0.22,305.8,"45.9",71,2,0,0,1,3,1,2,"Female",TRUE,TRUE,"OR",510,"395-1898"
27,0.38,321.7,"120.5",114,3,0,0,1,3,2,4,"Female",FALSE,TRUE,"NE",415,"417-7888"
51,0.32,213.6,"101.1",101,1,0,0,1,2,2,3,"Male",FALSE,TRUE,"CO",415,"371-4306"
95,0,122.5,"235.5",116,3,0,0,0,1,3,4,"Male",FALSE,TRUE,"MI",415,"346-5707"
75,0.32,283.7,"85",94,2,0,0,1,2,1,3,"Male",FALSE,TRUE,"VT",510,"338-7709"
79.5,0,151,"230.7",89,1,0,0,0,1,3,3,"Male",FALSE,TRUE,"WV",408,"354-4752"
87,0,292,"228.7",89,2,0,0,0,2,3,3,"Male",FALSE,FALSE,"OH",415,"375-8880"
53,0,200.1,"104.1",123,2,1,1,0,2,2,4,"Male",TRUE,TRUE,"NV",415,"338-1027"
106,0.28,236.8,"210.7",106,1,0,0,1,2,2,3,"Male",FALSE,FALSE,"NY",408,"401-7335"
76.5,0,174.9,"190.8",109,0,0,0,0,1,2,3,"Male",FALSE,TRUE,"CO",408,"371-4788"
89,0,213.7,"229",127,2,0,0,0,2,3,4,"Male",FALSE,FALSE,"NM",415,"376-5908"
90.5,0,212.1,"160.4",122,0,0,0,0,2,2,4,"Male",FALSE,FALSE,"MN",415,"409-2111"
110,0,386.6,"221.6",113,2,1,0,0,3,3,4,"Male",TRUE,TRUE,"CT",510,"370-5527"
61.5,0,242.2,"240.4",140,2,0,0,0,2,3,4,"Male",TRUE,TRUE,"ND",415,"369-5810"
78,0,232.3,"168.5",110,1,0,1,0,2,2,3,"Female",FALSE,TRUE,"NM",510,"417-1272"
55.5,0,279.6,"221.7",139,0,0,0,0,2,3,4,"Female",TRUE,FALSE,"NM",408,"405-3848"
54,0,209.1,"219.8",136,1,0,0,0,2,3,4,"Male",TRUE,TRUE,"KY",510,"414-2663"
58.5,0,386.3,"137.9",80,1,1,0,0,3,2,3,"Male",FALSE,TRUE,"KS",408,"379-8681"
59,0,277.3,"185.4",113,2,0,0,0,2,2,4,"Male",FALSE,TRUE,"NC",408,"412-7020"
103,0.2,329.7,"186.5",104,0,0,0,1,3,2,3,"Male",TRUE,TRUE,"MN",415,"360-7404"
92.5,0.29,305.4,"88.9",112,1,0,0,1,3,1,4,"Female",FALSE,TRUE,"MT",510,"387-9301"
56,0.33,242.1,"164",52,1,0,0,1,2,2,2,"Female",FALSE,FALSE,"ND",408,"393-9548"
60,0,259,"212",121,1,0,0,0,2,2,4,"Female",TRUE,TRUE,"NE",510,"419-9104"
81,0,389.7,"206.4",131,0,1,0,0,3,2,4,"Female",FALSE,TRUE,"OR",415,"406-4100"
63,0.22,261,"292.7",37,1,0,1,1,2,3,1,"Male",FALSE,TRUE,"IN",415,"355-6531"
78.5,0.41,184,"200",95,0,0,0,1,2,2,3,"Male",FALSE,FALSE,"MI",510,"349-2808"
94,0,286,"135.4",97,1,0,1,0,2,2,3,"Female",TRUE,FALSE,"NC",408,"359-7562"
66.5,0,287.7,"75.8",135,1,0,0,0,2,1,4,"Male",TRUE,FALSE,"MO",408,"356-4558"
59.5,0.37,226.2,"174.2",89,1,0,0,1,2,2,3,"Male",FALSE,TRUE,"KS",510,"417-7736"
60,0.22,262.6,"50",156,2,0,0,1,2,1,5,"Female",FALSE,FALSE,"NH",415,"396-4869"
55,0.32,286.1,"234.9",154,2,1,1,1,2,3,5,"Male",FALSE,FALSE,"NC",408,"344-3160"
121,0,240.2,"121.7",53,1,0,0,0,2,2,2,"Male",FALSE,TRUE,"AK",408,"373-1028"
72.5,0,271.5,"146.2",124,5,0,0,0,2,2,4,"Male",FALSE,TRUE,"MD",415,"338-6283"
76.5,0.42,258.3,"233.3",111,0,0,0,1,2,3,3,"Male",TRUE,TRUE,"NH",415,"383-2251"
60.5,0,361.4,"184.8",114,4,1,0,0,3,2,4,"Female",FALSE,FALSE,"IN",408,"336-3819"
103.5,0,267.4,"200.7",102,3,0,0,0,2,2,3,"Male",FALSE,TRUE,"MO",415,"336-1462"
94.5,0,312.5,"195.4",102,2,1,0,0,3,2,3,"Male",FALSE,TRUE,"AR",415,"337-1586"
85,0,187,"108.3",58,1,0,0,0,2,2,2,"Male",FALSE,TRUE,"DC",408,"355-5922"
100,0,242.2,"112.6",127,4,0,0,0,2,2,4,"Male",FALSE,TRUE,"KY",408,"417-6683"
53.5,0.31,208.1,"206.6",114,2,0,0,1,2,2,4,"Female",TRUE,FALSE,"OH",415,"407-2248"
84.5,0,213.5,"116.5",99,3,0,0,0,2,2,3,"Male",TRUE,TRUE,"AR",510,"329-9046"
103,0.39,214.7,"181.1",92,1,0,1,1,2,2,3,"Male",FALSE,FALSE,"NE",408,"393-7892"
94,0,310.5,"162.7",91,1,0,0,0,3,2,3,"Female",TRUE,TRUE,"SD",415,"390-3761"
57.5,0,302.9,"217.6",139,1,1,0,0,3,3,4,"Female",TRUE,FALSE,"NJ",415,"358-9095"
89,0.31,347.3,"122",120,1,0,0,1,3,2,4,"Female",TRUE,TRUE,"SD",408,"348-7484"
58,0,285.2,"158.4",117,2,0,0,0,2,2,4,"Female",TRUE,TRUE,"IL",510,"353-3285"
73.5,0.26,240.8,"176.6",111,2,0,0,1,2,2,3,"Male",FALSE,TRUE,"DE",415,"345-3734"
13,0,188.7,"218.5",133,0,0,0,0,2,3,4,"Male",FALSE,FALSE,"DC",415,"421-9846"
105.5,0.26,308.5,"206.8",90,1,0,0,1,3,2,3,"Female",TRUE,TRUE,"UT",510,"370-9563"
57,0,399.3,"162.1",104,0,1,0,0,3,2,3,"Female",FALSE,FALSE,"DE",510,"332-6181"
44.5,0,210.9,"178.2",144,0,1,1,0,2,2,4,"Male",FALSE,FALSE,"OK",415,"374-8329"
63.5,0,211.4,"146.6",78,1,0,0,0,2,2,3,"Male",TRUE,FALSE,"FL",408,"418-8850"
101,0,302.8,"193.5",102,2,0,0,0,3,2,3,"Female",FALSE,TRUE,"SC",408,"417-6906"
107.5,0,245.8,"258.8",141,2,0,0,0,2,3,4,"Male",FALSE,FALSE,"RI",510,"328-8230"
86.5,0,217.8,"153.6",105,1,0,0,0,2,2,3,"Male",FALSE,TRUE,"DC",415,"345-8397"
88,0,185.9,"205",114,2,0,1,0,2,2,4,"Female",TRUE,TRUE,"OR",415,"366-9538"
86.5,0.24,314.5,"229.7",98,1,0,0,1,3,3,3,"Male",FALSE,FALSE,"GA",415,"411-1530"
95.5,0.21,260.7,"76.2",53,2,0,0,1,2,1,2,"Male",FALSE,FALSE,"WV",510,"373-8920"
80.5,0,200.4,"207.1",175,0,0,0,0,2,2,5,"Male",FALSE,TRUE,"MI",415,"415-8200"
110.5,0,246.8,"168.6",93,2,0,0,0,2,2,3,"Male",FALSE,TRUE,"FL",415,"378-9506"
54,0,328.8,"221.3",84,5,1,0,0,3,3,3,"Male",FALSE,TRUE,"OR",415,"377-1293"
74,0,255.2,"127.1",140,0,0,0,0,2,2,4,"Male",FALSE,FALSE,"AL",408,"333-7225"
72.5,0,77.5,"226.6",77,1,0,1,0,1,3,3,"Male",FALSE,FALSE,"OR",415,"378-6772"
95,0,249.8,"186.4",184,2,0,0,0,2,2,5,"Male",FALSE,TRUE,"OR",415,"386-1418"
99,0.26,156.7,"120.6",77,1,0,0,1,1,2,3,"Male",TRUE,TRUE,"MI",510,"375-8934"
53.5,0,174.4,"177.5",116,0,0,0,0,1,2,4,"Male",FALSE,TRUE,"AL",510,"352-6732"
48,0,248.8,"134.7",101,1,0,1,0,2,2,3,"Male",TRUE,TRUE,"NM",408,"357-5995"
80,0,273.9,"184.8",130,1,0,0,0,2,2,4,"Male",FALSE,TRUE,"UT",510,"386-6114"
71.5,0,284.4,"195.7",120,4,0,1,0,2,2,4,"Male",FALSE,TRUE,"VT",408,"340-9449"
62.5,0,288.4,"190.6",63,0,0,1,0,2,2,2,"Male",FALSE,TRUE,"AL",510,"391-8027"
82,0,278.6,"204.9",88,2,0,0,0,2,2,3,"Male",FALSE,FALSE,"ME",415,"415-6578"
66,0,320.9,"174.1",123,3,0,0,0,3,2,4,"Male",FALSE,TRUE,"KY",415,"376-9513"
30.5,0,344.5,"173.2",107,2,1,0,0,3,2,3,"Female",FALSE,TRUE,"NC",415,"379-6970"
103,0,237.9,"153",98,0,1,1,0,2,2,3,"Male",FALSE,TRUE,"TX",510,"346-2020"
118,0,271.7,"251.1",110,3,0,0,0,2,3,3,"Male",FALSE,TRUE,"IN",415,"358-9146"
72.5,0.3,175.3,"152.4",110,2,0,0,1,1,2,3,"Female",TRUE,FALSE,"HI",408,"381-8593"
65,0,274.4,"317.3",74,1,1,0,0,2,3,2,"Female",FALSE,FALSE,"IN",415,"353-6007"
88,0.28,160,"261.2",100,2,0,0,1,1,3,3,"Male",FALSE,TRUE,"AL",415,"338-7683"
65,0,126.2,"62.3",137,5,1,0,0,1,1,4,"Male",FALSE,FALSE,"WV",415,"341-7686"
72.5,0,282.2,"273.4",124,0,1,0,0,2,3,4,"Male",TRUE,FALSE,"TX",415,"406-2242"
86,0,169,"167",146,0,0,0,0,1,2,4,"Female",FALSE,TRUE,"KY",415,"414-5422"
70.5,0,221.5,"174.3",99,2,0,0,0,2,2,3,"Male",TRUE,FALSE,"VA",408,"348-5038"
77,0,199.9,"126",102,1,0,0,0,2,2,3,"Female",TRUE,FALSE,"NV",415,"352-7915"
86.5,0,221.4,"141",86,2,0,0,0,2,2,3,"Male",FALSE,TRUE,"WI",415,"379-9859"
89,0,252.9,"127.6",75,1,0,0,0,2,2,3,"Male",FALSE,TRUE,"OH",408,"336-7600"
70,0,328.4,"149.1",103,0,0,0,0,3,2,3,"Male",FALSE,TRUE,"NC",415,"396-4845"
33.5,0,112.4,"137.8",105,2,0,0,0,1,2,3,"Male",FALSE,TRUE,"OK",408,"367-7039"
63.5,0,154.5,"150.8",140,2,0,0,0,1,2,4,"Male",TRUE,TRUE,"NY",510,"346-4984"
74.5,0,246.5,"169.9",66,1,0,0,0,2,2,2,"Male",TRUE,TRUE,"MN",415,"412-4399"
91.5,0,200.4,"175.9",79,1,0,0,0,2,2,3,"Female",FALSE,TRUE,"KY",408,"334-2729"
88,0.34,226.7,"177.6",92,0,0,0,1,2,2,3,"Female",TRUE,TRUE,"MA",415,"357-6348"
57,0,119.7,"226.1",111,1,0,0,0,1,3,3,"Male",FALSE,TRUE,"NC",415,"347-5113"
77,0,257.1,"133.6",61,0,0,0,0,2,2,2,"Female",FALSE,TRUE,"KY",408,"341-1594"
94.5,0,275.5,"174.5",85,1,0,0,0,2,2,3,"Male",FALSE,FALSE,"NH",510,"353-3351"
71,0.25,209.1,"137.6",145,1,0,0,1,2,2,4,"Male",FALSE,FALSE,"KS",510,"413-1061"
66.5,0,306.2,"144.3",85,2,0,0,0,3,2,3,"Male",FALSE,TRUE,"WA",415,"418-1775"
82.5,0,290.1,"169.2",146,0,0,0,0,2,2,4,"Male",TRUE,TRUE,"AK",408,"336-5406"
47.5,0,213.2,"129.6",86,2,0,1,0,2,2,3,"Male",FALSE,TRUE,"FL",510,"394-7710"
78,0,296.3,"141.7",130,1,0,0,0,2,2,4,"Male",TRUE,TRUE,"IL",510,"390-4152"
93,0.33,258.4,"201.6",111,2,0,0,1,2,2,3,"Male",FALSE,TRUE,"ME",415,"369-8576"
97.5,0,193.2,"18.1",89,0,0,0,0,2,1,3,"Female",FALSE,TRUE,"IL",510,"380-5246"
24.5,0,227.3,"183.7",109,0,0,0,0,2,2,3,"Male",FALSE,TRUE,"OK",408,"328-9869"
89.5,0,301.2,"188.6",132,2,1,1,0,3,2,4,"Male",FALSE,TRUE,"MS",408,"402-1942"
36.5,0.42,264.5,"105",109,4,1,0,1,2,2,3,"Male",TRUE,FALSE,"KS",415,"404-5840"
89.5,0,289.8,"160",92,1,0,0,0,2,2,3,"Male",TRUE,FALSE,"NJ",415,"405-6943"
84.5,0,222.1,"183.1",76,2,0,0,0,2,2,3,"Female",FALSE,TRUE,"CT",408,"384-3389"
59.5,0,316.5,"184.2",111,3,0,0,0,3,2,3,"Female",FALSE,FALSE,"MS",415,"358-1922"
103.5,0.42,261.8,"224.9",200,0,1,1,1,2,3,6,"Female",FALSE,TRUE,"ME",510,"363-1069"
65.5,0,271.2,"134.5",126,3,0,0,0,2,2,4,"Male",FALSE,TRUE,"OR",510,"396-6462"
103,0,171.6,"117.4",96,2,0,1,0,1,2,3,"Male",FALSE,TRUE,"MD",415,"420-2000"
59,0,289.9,"113.8",80,0,0,0,0,2,2,3,"Female",FALSE,FALSE,"MD",415,"405-1821"
92.5,0,275.1,"218.9",144,4,0,0,0,2,3,4,"Female",FALSE,FALSE,"WY",510,"354-2762"
81.5,0,264.8,"137.1",55,1,0,0,0,2,2,2,"Male",FALSE,FALSE,"DE",415,"376-4861"
66.5,0.34,257.3,"99.3",63,1,0,0,1,2,2,2,"Male",TRUE,TRUE,"NV",408,"389-8163"
57.5,0,244.4,"240.4",79,0,0,0,0,2,3,3,"Male",TRUE,TRUE,"MI",415,"422-3052"
82.5,0,296,"200.4",95,1,0,0,0,2,2,3,"Male",FALSE,FALSE,"NJ",415,"390-6101"
30,0,173.3,"153.6",135,0,0,0,0,1,2,4,"Female",FALSE,TRUE,"IL",510,"399-1750"
66.5,0,165.1,"203.3",111,3,0,0,0,1,2,3,"Male",FALSE,FALSE,"AK",408,"396-2335"
73.5,0.27,326.3,"190.9",113,1,0,0,1,3,2,4,"Female",TRUE,FALSE,"MN",415,"330-2881"
48.5,0,254.3,"125.9",74,0,0,0,0,2,2,2,"Male",FALSE,TRUE,"HI",510,"390-2433"
86,0,308.7,"30",113,0,0,0,0,3,1,4,"Male",FALSE,TRUE,"WY",415,"409-7034"
108,0,242.6,"266.8",76,3,0,0,0,2,3,3,"Male",FALSE,TRUE,"NV",510,"398-7414"
107,0.37,300,"153.3",57,2,0,1,1,3,2,2,"Male",FALSE,FALSE,"OH",415,"397-3058"
81,0,210.4,"99.3",52,1,0,0,0,2,2,2,"Female",TRUE,TRUE,"NV",415,"395-5783"
99.5,0,305.3,"134.6",106,1,0,0,0,3,2,3,"Female",TRUE,TRUE,"NE",415,"416-8697"
49.5,0,204.6,"94.2",150,2,0,0,0,2,2,5,"Male",TRUE,TRUE,"UT",415,"416-9615"
84.5,0,265.4,"279.2",100,1,0,0,0,2,3,3,"Male",FALSE,TRUE,"OK",415,"366-5918"
83,0,234.4,"154.9",20,1,0,0,0,2,2,1,"Male",FALSE,TRUE,"NE",415,"350-1532"
110,0,178.1,"138.8",69,1,1,0,0,1,2,2,"Male",FALSE,TRUE,"ME",510,"376-9607"
98.5,0,322.4,"231.1",134,2,1,0,0,3,3,4,"Male",TRUE,FALSE,"NJ",408,"332-5949"
100.5,0,215.7,"216.7",70,2,0,0,0,2,3,2,"Male",FALSE,TRUE,"MT",415,"378-7872"
40.5,0,200.2,"212",102,2,0,0,0,2,2,3,"Male",FALSE,TRUE,"OH",415,"328-8747"
62.5,0.35,321.3,"228.1",117,1,0,0,1,3,3,4,"Female",FALSE,FALSE,"NV",510,"381-1026"
58.5,0.27,251.2,"159.6",96,2,0,0,1,2,2,3,"Female",FALSE,TRUE,"IA",408,"403-6419"
79,0.29,209.6,"110",109,1,0,0,1,2,2,3,"Male",FALSE,TRUE,"IL",415,"391-2022"
86,0.39,248.2,"179.4",119,1,0,0,1,2,2,4,"Male",FALSE,TRUE,"TX",415,"376-7207"
67.5,0,358,"130.6",100,2,0,0,0,3,2,3,"Male",FALSE,TRUE,"IN",510,"329-1955"
49.5,0,268.5,"217.6",119,0,0,1,0,2,3,4,"Female",FALSE,TRUE,"AZ",510,"346-7795"
34,0,197,"201.2",87,1,0,0,0,2,2,3,"Male",FALSE,TRUE,"ME",415,"415-6127"
55.5,0.25,178.2,"239.9",71,2,0,0,1,1,3,2,"Female",FALSE,TRUE,"MA",415,"343-5372"
40,0,267.9,"148.6",128,5,0,0,0,2,2,4,"Male",FALSE,TRUE,"VA",415,"378-8342"
83.5,0,269.2,"262.6",105,0,0,0,0,2,3,3,"Male",FALSE,FALSE,"IN",415,"363-3911"
109.5,0,308,"153.9",153,0,1,0,0,3,2,5,"Male",FALSE,TRUE,"KS",510,"369-5449"
9.5,0,176.4,"145",55,3,0,0,0,1,2,2,"Male",FALSE,TRUE,"ID",510,"360-8919"
56.5,0,277.8,"159.8",106,0,1,0,0,2,2,3,"Male",FALSE,TRUE,"SC",415,"396-4410"
54,0,220.2,"105.9",38,3,0,0,0,2,2,2,"Female",TRUE,TRUE,"MN",408,"340-8177"
64.5,0,234.6,"28.9",74,1,0,0,0,2,1,2,"Female",FALSE,FALSE,"NH",415,"406-4588"
102,0,219.1,"174.2",98,2,0,0,0,2,2,3,"Female",TRUE,FALSE,"ME",408,"366-5640"
58,0,211.7,"173.5",137,1,0,0,0,2,2,4,"Male",TRUE,TRUE,"WA",408,"386-7281"
90,0,276.2,"207.7",123,0,0,0,0,2,2,4,"Female",FALSE,TRUE,"NE",415,"338-5207"
71,0,248.9,"225.9",108,1,0,0,0,2,3,3,"Male",FALSE,TRUE,"MN",415,"361-9923"
97.5,0,365.4,"103.2",72,2,0,0,0,3,2,2,"Male",TRUE,TRUE,"IN",510,"342-6696"
48.5,0,271.3,"118.6",61,1,0,0,0,2,2,2,"Male",FALSE,FALSE,"OK",415,"335-4584"
50.5,0.26,285.5,"209.5",59,2,0,0,1,2,2,2,"Male",FALSE,TRUE,"FL",415,"357-4936"
